0.0060,0.0000,0.0000
0.0120,0.0000,0.0000
0.0180,0.0000,0.0000
0.0240,0.0000,0.0000
0.0301,0.0000,0.0000
0.0361,0.0000,0.0000
0.0421,0.0000,0.0000
0.0482,0.0000,0.0000
0.0542,0.0000,0.0000
0.0603,0.0000,0.0000
0.0663,0.0000,0.0000
0.0724,0.0000,0.0000
0.0784,0.0000,0.0000
0.0845,0.0000,0.0000
0.0905,0.0000,0.0000
0.0966,0.0000,0.0000
0.1026,0.0000,0.0000
0.1087,0.0000,0.0000
0.1148,0.0000,0.0000
0.1208,0.0000,0.0000
0.1269,0.0000,0.0000
0.1329,0.0000,0.0000
0.1390,0.0000,0.0000
0.1450,0.0000,0.0000
0.1511,0.0000,0.0000
0.1571,0.0000,0.0000
0.1632,0.0000,0.0000
0.1692,0.0000,0.0000
0.1753,0.0000,0.0000
0.1813,0.0000,0.0000
0.1874,0.0000,0.0000
0.1934,0.0000,0.0000
0.1995,0.0000,0.0000
0.2055,0.0000,0.0000
0.2116,0.0000,0.0000
0.2176,0.0000,0.0000
0.2237,0.0000,0.0000
0.2297,0.0000,0.0000
0.2358,0.0000,0.0000
0.2418,0.0000,0.0000
0.2479,0.0000,0.0000
0.2539,0.0000,0.0000
0.2600,0.0000,0.0000
0.2660,0.0000,0.0000
0.2721,0.0000,0.0000
0.2781,0.0000,0.0000
0.2842,0.0000,0.0000
0.2902,0.0000,0.0000
0.2963,0.0000,0.0000
0.3023,0.0000,0.0000
0.3084,0.0000,0.0000
0.3144,0.0000,0.0000
0.3205,0.0000,0.0000
0.3265,0.0000,0.0000
0.3326,0.0000,0.0000
0.3386,0.0000,0.0000
0.3447,0.0000,0.0000
0.3507,0.0000,0.0000
0.3567,0.0000,0.0000
0.3628,0.0000,0.0000
0.3688,0.0000,0.0000
0.3749,0.0000,0.0000
0.3809,0.0000,0.0000
0.3870,0.0000,0.0000
0.3930,0.0000,0.0000
0.3991,0.0000,0.0000
0.4051,0.0000,0.0000
0.4112,0.0000,0.0000
