0.0060,0.0000,0.0000
0.0120,0.0000,0.0000
0.0180,0.0000,0.0000
0.0240,0.0000,0.0000
0.0300,0.0000,0.0000
0.0361,0.0000,0.0000
0.0421,0.0000,0.0000
0.0481,0.0000,0.0000
0.0541,0.0000,0.0000
0.0602,0.0000,0.0000
0.0662,0.0000,0.0000
0.0722,0.0000,0.0000
0.0783,0.0000,0.0000
0.0843,0.0000,0.0000
0.0903,0.0000,0.0000
0.0964,0.0000,0.0000
0.1024,0.0000,0.0000
0.1084,0.0000,0.0000
0.1145,0.0000,0.0000
0.1205,0.0000,0.0000
0.1266,0.0000,0.0000
0.1326,0.0000,0.0000
0.1387,0.0000,0.0000
0.1447,0.0000,0.0000
0.1507,0.0000,0.0000
0.1568,0.0000,0.0000
0.1628,0.0000,0.0000
0.1688,0.0000,0.0000
0.1749,0.0000,0.0000
0.1809,0.0000,0.0000
0.1869,0.0000,0.0000
0.1930,0.0000,0.0000
0.1990,0.0000,0.0000
0.2051,0.0000,0.0000
0.2111,0.0000,0.0000
0.2171,0.0000,0.0000
0.2232,0.0000,0.0000
0.2292,0.0000,0.0000
0.2353,0.0000,0.0000
0.2413,0.0000,0.0000
0.2473,0.0000,0.0000
0.2534,0.0000,0.0000
0.2595,0.0000,0.0000
0.2655,0.0000,0.0000
0.2715,0.0000,0.0000
0.2776,0.0000,0.0000
0.2836,0.0000,0.0000
0.2897,0.0000,0.0000
0.2957,0.0000,0.0000
0.3018,0.0000,0.0000
0.3078,0.0000,0.0000
0.3139,0.0000,0.0000
0.3199,0.0000,0.0000
0.3259,0.0000,0.0000
0.3320,0.0000,0.0000
0.3380,0.0000,0.0000
0.3441,0.0000,0.0000
0.3501,0.0000,0.0000
0.3561,0.0000,0.0000
0.3622,0.0000,0.0000
0.3682,0.0000,0.0000
0.3743,0.0000,0.0000
0.3803,0.0000,0.0000
0.3863,0.0000,0.0000
0.3924,0.0000,0.0000
0.3984,0.0000,0.0000
0.4045,0.0000,0.0000
0.4105,0.0000,0.0000
