0.0060,0.0000,0.0000
0.0120,0.0000,0.0000
0.0180,0.0000,0.0000
0.0241,0.0000,0.0000
0.0301,0.0000,0.0000
0.0362,0.0000,0.0000
0.0422,0.0000,0.0000
0.0483,0.0000,0.0000
0.0543,0.0000,0.0000
0.0604,0.0000,0.0000
0.0665,0.0000,0.0000
0.0725,0.0000,0.0000
0.0786,0.0000,0.0000
0.0846,0.0000,0.0000
0.0907,0.0000,0.0000
0.0967,0.0000,0.0000
0.1028,0.0000,0.0000
0.1089,0.0000,0.0000
0.1149,0.0000,0.0000
0.1210,0.0000,0.0000
0.1270,0.0000,0.0000
0.1331,0.0000,0.0000
0.1392,0.0000,0.0000
0.1453,0.0000,0.0000
0.1513,0.0000,0.0000
0.1574,0.0000,0.0000
0.1635,0.0000,0.0000
0.1696,0.0000,0.0000
0.1756,0.0000,0.0000
0.1817,0.0000,0.0000
0.1878,0.0000,0.0000
0.1938,0.0000,0.0000
0.1999,0.0000,0.0000
0.2059,0.0000,0.0000
0.2120,0.0000,0.0000
0.2181,0.0000,0.0000
0.2241,0.0000,0.0000
0.2302,0.0000,0.0000
0.2363,0.0000,0.0000
0.2423,0.0000,0.0000
0.2484,0.0000,0.0000
0.2545,0.0000,0.0000
0.2605,0.0000,0.0000
0.2666,0.0000,0.0000
0.2727,0.0000,0.0000
0.2787,0.0000,0.0000
0.2848,0.0000,0.0000
0.2909,0.0000,0.0000
0.2969,0.0000,0.0000
0.3030,0.0000,0.0000
0.3091,0.0000,0.0000
0.3152,0.0000,0.0000
0.3212,0.0000,0.0000
0.3273,0.0000,0.0000
0.3334,0.0000,0.0000
0.3395,0.0000,0.0000
0.3455,0.0000,0.0000
0.3516,0.0000,0.0000
0.3577,0.0000,0.0000
0.3637,0.0000,0.0000
0.3698,0.0000,0.0000
0.3759,0.0000,0.0000
0.3819,0.0000,0.0000
0.3880,0.0000,0.0000
0.3941,0.0000,0.0000
0.4001,0.0000,0.0000
0.4062,0.0000,0.0000
0.4123,0.0000,0.0000
