0.0050,5.0000,0.0000,0.0000
0.0100,5.0000,0.0000,0.0000
0.0150,5.0000,0.0000,0.0000
0.0200,5.0000,0.0000,0.0000
0.0250,5.0000,0.0000,0.0000
0.0300,5.0000,0.0000,0.0000
0.0350,5.0000,0.0000,0.0000
0.0400,5.0000,0.0000,0.0000
0.0450,5.0000,0.0000,0.0000
0.0500,5.0000,0.0000,0.0000
0.0550,5.0000,0.0000,0.0000
0.0600,5.0000,0.0000,0.0000
0.0650,5.0000,0.0000,0.9559
0.0700,5.0000,0.9559,1.4819
0.0750,5.0000,1.4819,0.9909
0.0800,5.0000,0.9909,1.8315
0.0850,5.0000,1.8315,2.2557
0.0900,5.0000,2.2560,1.6747
0.0950,5.0000,1.6751,1.4798
0.1000,5.0000,2.4361,2.2636
0.1050,5.0000,2.7900,2.6375
0.1100,5.0000,3.1027,2.9679
0.1150,5.0000,3.3792,3.2601
0.1200,5.0000,2.6677,2.5625
0.1250,5.0000,3.3125,3.2195
0.1300,5.0000,3.5636,3.4815
0.1350,5.0000,3.7863,3.7137
0.1400,5.0000,3.9833,3.9192
0.1450,5.0000,3.2016,4.1008
0.1500,5.0000,3.7842,4.2612
0.1550,5.0000,3.9805,4.4030
0.1600,5.0000,4.1547,4.5280
0.1650,5.0000,4.3088,4.6377
0.1700,5.0000,3.4892,4.7350
0.1750,5.0000,4.0392,4.8216
0.1800,5.0000,4.2065,4.8980
0.1850,5.0000,3.3985,4.9646
0.1900,5.0000,3.9591,5.0236
0.1950,5.0000,4.1360,5.0757
0.2000,5.0000,4.2923,6.0775
0.2050,5.0000,4.4302,5.6891
0.2100,5.0000,3.5962,5.6638
0.2150,5.0000,3.1779,5.6416
0.2200,5.0000,3.7640,5.6228
0.2250,5.0000,3.9634,6.5618
0.2300,5.0000,4.1396,6.1171
0.2350,5.0000,4.2953,6.0427
0.2400,5.0000,3.4769,5.9770
0.2451,5.0000,4.0276,5.9182
0.2501,5.0000,4.1955,5.8662
0.2551,5.0000,3.3888,5.8210
0.2601,5.0000,3.9504,5.7810
0.2651,5.0000,4.1281,5.7458
0.2701,5.0000,3.3293,5.7146
0.2751,5.0000,3.8978,5.6870
0.2801,5.0000,4.0816,5.6627
0.2851,5.0000,3.2882,4.6853
0.2901,5.0000,3.8615,5.0961
0.2951,5.0000,4.0498,5.1408
0.3001,5.0000,3.2603,4.2243
0.3051,5.0000,3.8369,3.7329
0.3101,5.0000,4.0280,4.2538
0.3151,5.0000,3.2411,4.3954
0.3201,5.0000,2.8640,3.5654
0.3251,5.0000,3.4860,3.1506
0.3301,5.0000,3.7172,3.7392
0.3351,5.0000,2.9664,3.9407
0.3401,5.0000,3.5764,3.1636
0.3451,5.0000,3.7971,2.7956
0.3501,5.0000,3.0370,3.4263
0.3551,5.0000,3.6388,3.6652
0.3601,5.0000,3.8520,2.9204
0.3651,5.0000,3.0852,2.5807
0.3701,5.0000,3.6822,3.2363
0.3751,5.0000,3.8911,3.4971
0.3801,5.0000,3.1198,2.7716
0.3851,5.0000,3.7119,3.4043
0.3901,5.0000,3.9169,3.6450
0.3951,5.0000,3.1428,2.9026
0.4001,5.0000,2.7772,3.5208
0.4051,5.0000,2.4541,3.7485
0.4101,5.0000,2.1686,2.9938
0.4151,5.0000,1.9163,3.6006
0.4201,5.0000,2.6485,3.8185
0.4251,5.0000,2.9769,3.0559
0.4301,5.0000,3.2678,3.6563
0.4351,5.0000,3.5249,3.8682
0.4401,5.0000,2.7962,3.0995
0.4451,5.0000,3.4268,2.7389
0.4501,5.0000,3.6657,3.3754
0.4551,5.0000,3.8767,3.6192
0.4601,5.0000,4.0630,2.8796
0.4651,5.0000,4.2276,3.5005
0.4701,5.0000,4.3730,3.7305
0.4751,5.0000,4.5015,2.9779
0.4801,5.0000,4.6154,3.5866
0.4851,5.0000,4.7152,3.8061
0.4901,5.0000,4.8031,3.0449
0.4951,5.0000,4.8816,2.6907
0.5001,5.0000,4.9510,3.3335
0.5051,5.0000,5.0122,3.5830
0.5101,5.0000,5.0667,2.8475
0.5151,5.0000,5.1140,3.4714
0.5201,5.0000,5.1555,3.7040
0.5251,5.0000,5.1930,2.9545
0.5301,5.0000,6.1820,3.5667
0.5351,5.0000,5.7817,3.7893
0.5401,5.0000,5.7466,3.0301
0.5451,5.0000,5.7153,3.6334
0.5501,5.0000,5.6869,3.8483
0.5551,5.0000,6.6172,3.0822
0.5601,5.0000,6.1658,3.6787
0.5652,5.0000,6.0837,3.8880
0.5702,5.0000,6.0109,3.1179
0.5752,5.0000,5.9489,2.7551
0.5802,5.0000,5.8941,3.3905
0.5852,5.0000,5.8457,3.6333
0.5902,5.0000,5.8029,2.8920
0.5952,5.0000,4.8092,3.5115
0.6002,5.0000,5.2056,3.7402
0.6052,5.0000,5.2375,2.9865
0.6102,5.0000,5.2657,3.5949
0.6152,5.0000,5.2904,3.8140
0.6202,5.0000,4.3563,3.0516
0.6252,5.0000,3.8495,3.6525
0.6302,5.0000,4.3568,3.8651
0.6352,5.0000,4.4864,3.0971
0.6402,5.0000,3.6459,2.7368
0.6452,5.0000,3.2217,3.3735
0.6502,5.0000,3.8028,3.6176
0.6552,5.0000,3.9977,2.8781
0.6602,5.0000,3.2140,3.4984
0.6652,5.0000,2.8401,3.7279
0.6702,5.0000,3.4656,2.9756
0.6752,5.0000,3.6999,3.5845
0.6802,5.0000,2.9511,3.8043
0.6852,5.0000,3.5637,3.0433
0.6902,5.0000,3.7869,3.6436
0.6952,5.0000,3.0282,3.8555
0.7002,5.0000,3.6318,3.0883
0.7052,5.0000,3.8465,2.7291
0.7102,5.0000,3.0804,3.3675
0.7152,5.0000,3.6780,3.6130
0.7202,5.0000,3.8873,2.8740
0.7252,5.0000,3.1165,3.4955
0.7302,5.0000,2.7539,3.7261
0.7352,5.0000,3.3894,2.9740
0.7402,5.0000,3.6324,3.5839
0.7452,5.0000,2.8912,3.8043
0.7502,5.0000,3.5107,3.0431
0.7552,5.0000,3.7395,3.6449
0.7602,5.0000,3.9410,3.8584
0.7652,5.0000,4.1190,3.0912
0.7702,5.0000,3.3212,3.6874
0.7752,5.0000,2.9348,3.8960
0.7802,5.0000,3.5493,3.1244
0.7852,5.0000,3.7739,2.7609
0.7902,5.0000,3.0165,3.3948
0.7952,5.0000,2.6656,3.6366
0.8002,5.0000,2.3555,2.8952
0.8052,5.0000,3.0373,3.5143
0.8102,5.0000,3.3215,3.7429
0.8152,5.0000,3.5726,2.9891
0.8202,5.0000,3.7942,3.5973
0.8252,5.0000,3.0342,3.8160
0.8302,5.0000,2.6812,3.0535
0.8352,5.0000,3.3252,2.6983
0.8402,5.0000,3.5756,3.3402
0.8452,5.0000,3.7969,3.5889
0.8502,5.0000,3.9927,2.8528
0.8552,5.0000,4.1657,3.4768
0.8602,5.0000,4.3183,3.7096
0.8652,5.0000,4.4532,2.9594
0.8702,5.0000,5.5283,3.5710
0.8752,5.0000,5.2038,3.7928
0.8802,5.0000,5.2349,3.0329
0.8852,5.0000,5.2624,3.6360
0.8902,5.0000,5.2874,3.8502
0.8952,5.0000,6.2655,3.0837
0.9002,5.0000,5.8552,2.7250
0.9052,5.0000,5.8105,3.3631
0.9102,5.0000,5.7710,3.6083
0.9152,5.0000,5.7362,2.8699
0.9202,5.0000,5.7053,3.4919
0.9252,5.0000,5.6789,3.7229
0.9302,5.0000,6.6113,2.9712
0.9352,5.0000,6.1608,3.5814
0.9402,5.0000,5.1255,3.8023
0.9452,5.0000,4.5292,3.0416
0.9502,5.0000,4.0023,3.6436
0.9552,5.0000,4.4918,3.8573
0.9602,5.0000,4.6058,3.0902
0.9652,5.0000,4.7064,2.7307
0.9702,5.0000,4.7954,3.3689
0.9752,5.0000,4.8748,3.6142
0.9802,5.0000,4.9449,2.8751
0.9852,5.0000,5.0061,3.4957
0.9902,5.0000,5.0602,3.7256
0.9952,5.0000,5.1088,2.9735
1.0002,5.0000,5.1517,3.5835
1.0052,5.0000,5.1897,3.8039
1.0102,5.0000,5.2232,3.0427
1.0152,5.0000,4.2969,3.6446
1.0202,5.0000,4.7529,3.8579
1.0252,5.0000,4.8373,3.0904
1.0302,5.0000,4.9118,3.6868
1.0352,5.0000,4.9779,3.8954
1.0402,5.0000,4.0804,3.1239
1.0453,5.0000,4.5608,2.7604
1.0503,5.0000,4.6667,3.3952
1.0553,5.0000,3.8052,3.6375
1.0603,5.0000,4.3177,2.8957
1.0653,5.0000,4.4519,3.5147
1.0703,5.0000,3.6153,3.7431
1.0753,5.0000,4.1498,2.9890
1.0803,5.0000,4.3038,3.5964
1.0853,5.0000,3.4848,3.8147
