0.0050,-0.0035,0.0000,0.0000
0.0100,-0.0075,0.0000,0.0000
0.0150,0.0225,0.0000,0.0000
0.0200,0.0055,0.0000,0.0000
0.0250,0.0245,0.0000,0.0000
0.0300,0.0273,0.0000,0.0000
0.0350,-0.0168,0.0000,0.0000
0.0400,0.0002,0.0000,0.0000
0.0450,0.0093,0.0000,0.0000
0.0500,-0.0014,0.0000,0.0000
0.0550,0.0343,0.0000,0.0000
0.0600,-0.0150,1.8068,0.0548
0.0650,0.0218,2.6132,0.0548
0.0700,-0.0049,1.4354,0.0548
0.0750,-0.0186,1.1195,0.0548
0.0800,0.0282,0.8731,0.0548
0.0850,-0.0282,2.4892,0.1096
0.0900,0.0090,3.1469,0.1096
0.0950,0.0342,1.8516,0.1096
0.1000,0.0130,1.4441,0.1096
0.1050,0.0306,2.9346,0.1643
0.1100,-0.0005,3.4943,0.1643
0.1150,0.0058,2.1225,0.1643
0.1200,-0.0196,1.6554,0.1643
0.1250,-0.0099,1.2911,0.1643
0.1300,-0.0013,1.9111,0.2191
0.1350,-0.0243,2.9974,0.2191
0.1400,-0.0270,2.6391,0.2191
0.1450,-0.0058,1.7570,0.2191
0.1500,-0.0256,2.2744,0.2739
0.1550,-0.0186,2.3766,0.2739
0.1600,-0.0106,2.4564,0.2739
0.1650,0.0039,2.5185,0.2739
0.1700,0.0041,1.6629,0.2739
0.1750,-0.0043,2.2003,0.3287
0.1800,-0.0280,3.2223,0.3287
0.1850,0.0063,2.8145,0.3287
0.1900,-0.0011,1.8937,0.3287
0.1950,0.0107,2.3811,0.3834
0.2000,-0.0148,2.4601,0.3834
0.2050,0.0161,2.5217,0.3834
0.2100,0.0201,2.5695,0.3834
0.2150,-0.0127,2.6068,0.4382
0.2200,-0.0070,2.6361,0.4382
0.2250,0.0035,2.6589,0.4382
0.2300,-0.0310,3.5807,0.4930
0.2350,-0.0050,3.9982,0.4930
0.2400,0.0378,3.4199,0.4930
0.2450,-0.0324,3.2695,0.5478
0.2500,0.0178,4.0562,0.5478
0.2550,-0.0163,3.4649,0.5478
0.2600,-0.0183,3.3051,0.6026
0.2650,0.0253,3.1805,0.6026
0.2700,-0.0510,3.0833,0.6026
0.2750,0.0050,3.9116,0.6573
0.2800,0.0022,4.2563,0.6573
0.2850,0.0013,4.5251,0.7121
0.2901,0.0254,3.8309,0.7121
0.2951,-0.0202,3.5908,0.7121
0.3001,-0.0468,3.4033,0.7121
0.3051,0.0193,3.2564,0.7669
0.3101,-0.0524,3.1418,0.7669
0.3151,-0.0466,3.9572,0.8217
0.3201,0.0402,4.2919,0.8217
0.3251,-0.0713,3.6480,0.8217
0.3301,0.0704,4.3508,0.8764
0.3351,0.0684,3.6942,0.8764
0.3401,-0.0355,2.5799,0.8764
0.3451,0.0618,3.8204,0.9312
0.3501,0.0570,4.1851,0.9312
0.3551,-0.0933,2.6613,0.9312
0.3601,0.0484,3.8839,0.9860
0.3651,0.0226,4.2347,0.9860
0.3701,-0.0339,2.7000,0.9860
0.3751,0.0289,2.1058,0.9860
0.3801,-0.0038,1.6424,0.9860
0.3851,-0.0112,2.1843,1.0408
0.3901,0.0270,3.2098,1.0408
0.3951,-0.0163,2.8048,1.0408
0.4001,-0.0083,1.8861,1.0408
0.4051,0.0343,2.3752,1.0956
0.4101,-0.0099,2.4552,1.0956
0.4151,-0.0215,2.5177,1.0956
0.4201,0.0194,2.5663,1.0956
0.4251,-0.0006,2.6043,1.1503
0.4301,-0.0042,2.6339,1.1503
0.4351,0.0386,2.6570,1.1503
0.4401,0.0345,3.5792,1.2051
0.4451,0.0350,3.0929,1.2051
0.4501,-0.0210,3.0150,1.2051
0.4551,0.0235,3.8583,1.2599
0.4601,0.0375,3.3106,1.2599
0.4651,-0.0324,3.1848,1.2599
0.4701,0.0083,3.9903,1.3147
0.4751,-0.0631,3.4130,1.3147
0.4801,-0.0379,4.1688,1.3694
0.4851,0.0943,4.4574,1.3694
0.4901,-0.0807,2.8741,1.3694
0.4951,0.0374,4.0499,1.4242
0.5001,0.1032,4.3641,1.4242
0.5051,-0.0504,2.8009,1.4242
0.5101,0.0375,2.1845,1.4242
0.5151,0.0219,2.6079,1.4790
0.5201,-0.0504,3.5409,1.4790
0.5251,0.0054,3.0630,1.4790
0.5301,-0.0088,2.0875,1.4790
0.5351,0.0041,1.6281,1.4790
