0.0060,0.0000,0.0000
0.0120,0.0000,0.0000
0.0180,0.0000,0.0000
0.0240,0.0000,0.0000
0.0301,0.0000,0.0000
0.0361,0.0000,0.0000
0.0421,0.0000,0.0000
0.0482,0.0000,0.0000
0.0542,0.0000,0.0000
0.0602,0.0000,0.0000
0.0663,0.0000,0.0000
0.0723,0.0000,0.0000
0.0783,0.0000,0.0000
0.0844,0.0000,0.0000
0.0904,0.0000,0.0000
0.0965,0.0000,0.0000
0.1025,0.0000,0.0000
0.1086,0.0000,0.0000
0.1146,0.0000,0.0000
0.1207,0.0000,0.0000
0.1267,0.0000,0.0000
0.1328,0.0000,0.0000
0.1388,0.0000,0.0000
0.1449,0.0000,0.0000
0.1509,0.0000,0.0000
0.1570,0.0000,0.0000
0.1630,0.0000,0.0000
0.1691,0.0000,0.0000
0.1751,0.0000,0.0000
0.1812,0.0000,0.0000
0.1872,0.0000,0.0000
0.1933,0.0000,0.0000
0.1993,0.0000,0.0000
0.2054,0.0000,0.0000
0.2114,0.0000,0.0000
0.2174,0.0000,0.0000
0.2235,0.0000,0.0000
0.2295,0.0000,0.0000
0.2356,0.0000,0.0000
0.2416,0.0000,0.0000
0.2477,0.0000,0.0000
0.2537,0.0000,0.0000
0.2598,0.0000,0.0000
0.2658,0.0000,0.0000
0.2719,0.0000,0.0000
0.2779,0.0000,0.0000
0.2840,0.0000,0.0000
0.2900,0.0000,0.0000
0.2960,0.0000,0.0000
0.3021,0.0000,0.0000
0.3081,0.0000,0.0000
0.3142,0.0000,0.0000
0.3202,0.0000,0.0000
0.3262,0.0000,0.0000
0.3323,0.0000,0.0000
0.3383,0.0000,0.0000
0.3444,0.0000,0.0000
0.3504,0.0000,0.0000
0.3564,0.0000,0.0000
0.3625,0.0000,0.0000
0.3685,0.0000,0.0000
0.3746,0.0000,0.0000
0.3806,0.0000,0.0000
0.3866,0.0000,0.0000
0.3927,0.0000,0.0000
0.3987,0.0000,0.0000
0.4048,0.0000,0.0000
0.4108,0.0000,0.0000
